author,date,location,bank,star,text,like
Gary,2.07.2019,"Ormond Beach, FL",merrick_bank,5,I just want to take a few minutes to express my overall satisfaction regarding being a Merrick Credit Card holder. I needed to rebuild my credit and establish a positive payment history in order to buy a new home. Having this card has given me the ability to do just that. The interest rate is a little high but the trade off was getting a second chance which is what Merrick provided me with.,
J,30.06.2019,"Chicago, IL",merrick_bank,3,Merrick Bank Visa is a typical Visa card. Nothing special about this card. No cash back bonuses and the interest rate is a typical high rate credit card. The card also charges an annual fee rather than being free.,5.0
Bobby,26.06.2019,"Orangeburg, SC",merrick_bank,4,"I've enjoyed being a Merrick Bank customer until I paid the full balance off and took the card out of my wallet with the intentions of using it for gas or emergency purposes. Now, I get interest charges for $0.00 balances. I'm not happy with that at all. How can there be an interest charge for a balance of $0.00?! I may just cut up the card and close the account if I have to pay for just having an open account...",11.0
Jami,26.06.2019,"Bay City, TX",merrick_bank,1,"By using the app to make online payments, I am able to avoid the unpleasant and unhelpful customer service reps. I have never had a good experience with Merrick Bank reps. Of the 3 credit cards I use, Merrick is by far the lowest credit limit, offers no rewards that I am aware of, and offers the lowest cash advance.",8.0
Michael,26.06.2019,"Acworth, GA",merrick_bank,5,Merrick has always treated me fair and with respect. Also they have helped me with my credit. Thank you for your service and time in regards to my account. I would highly recommend Merrick Bank to anyone who is looking to get ahead financially.,3.0
Bill,19.06.2019,"Bradbury, CA",merrick_bank,5,"I am thrilled with the Bank, the Credit Card and the service from the representative I spoke to in early May. I like the look of the credit card. I recommend the Bank to my friends. Keep up the good work.",
Jill,16.06.2019,"Larkspur, CA",merrick_bank,5,"Of all the many credit card companies I have worked with over the years, Merrick Bank is definitely the best. They have been fair and accurate from the start in the presentation of their offerings. Their phone system is superb for those of us who still prefer this to online tracking. I give them an A+ in all their communications with customers. Thank you, Merrick Bank!!",
Brad,15.06.2019,"Cartersville, GA",merrick_bank,2,"Bunch of PIMPS! Watch because they will not give you payment alerts. Had some info compromised, called to check. Payment 1 day late, 35$ and ""WE CAN TAKE PAYMENT FOR 10 EXTRA DOLLARS."" NEVER missed 1 payment. My fault, my responsibility. Just like getting this card paying off, cutting up.",5.0
Valerie,5.06.2019,"Fredericksburg, VA",merrick_bank,5,Application was easy. Received the card in a timely manner. Credit line doubled after 6 payments as advertised!! Received another CLI a few months after that. I love the card because of the higher limits! Website is easy to navigate. Payments always post on time.,5.0
William,5.06.2019,"Midland, MI",merrick_bank,5,"They have always been fair, friendly, professional and honest, I use my card often, pay my bill on time or mostly early and would recommend Merrick Bank to everyone needing a great credit building card.",2.0
Stephanie,5.06.2019,"Providence, RI",merrick_bank,1,"When I had fraud on my account (across all of my bank accounts from a case of identity theft), the account rep and security department all but point-blank accused me of lying and neglected to take my account seriously, causing a severe delay of rectifying my situation. Given this mistrust, I will be closing my account as soon as my card is paid off.",8.0
Fiona,30.05.2019,"Stokesdale, NC",merrick_bank,5,"Merrick Bank has been good so far! This is my first credit card, and the experience is going well. The app is really helpful for keeping track of everything and making payments. My only complaint is how long it takes to process everything, but I can't really fault the bank for me being impatient.",2.0
Larry,30.05.2019,"Valrico, FL",merrick_bank,1,"I have been a good customer, and I never received my double my credit limit. I called to speak to a representative, and she said that there is nothing she could do about that. She never offered any solution.",12.0
Cordelia,25.05.2019,"Hayward, CA",merrick_bank,1,"OMG. I keep a ZERO balance on this card. Decided to use it to purchase a plane ticket. Card was declined!! Went online and saw a past due payment of $4.00!!! WTH! Allen and they said ""That's correct "". Asked why don't they take the annual fee out yearly. Response: ""We can't do that"". Once again. Wth!!!",11.0
Ray,25.05.2019,"Mancos, CO",merrick_bank,1,Bad Customer Service for RV Loan Department. I called Merrick Bank to let them know that I sent a check out for payment. The guy on the phone was rude and not very cooperative. I asked him to notate my account and told him how much I sent. He got mad that I sent total payment to the payment address and pretty much was a jerk about me sending it. I would not recommend this company. This was the only company that the dealership used in which I did not know who it was.,6.0
Paul,23.05.2019,"Oak Park, CA",merrick_bank,5,I have had nothing but good experiences with Merrick Bank. They helped me re-establish my credit after a divorce. Their website is easy to use. The phone payment service is very up to date and convenient. I would recommend them to anyone.,2.0
Joshua,20.05.2019,"Indianapolis, IN",merrick_bank,1,"Absolutely, unequivocally the worst experience with any company I've ever had. I tried to make several payments over the course of a month and they continued to get declined which did not make sense to me as I knew the money was in my account. After several calls, they figured out and admitted that there was an error made by their app that made my bank account show as all zeros. Even after we found out what the issue was and that it was an error on there, they still refused to fix the negative reporting to my credit. On top of that, I spoke to 5 different people and finally someone told me that they would remove a late fee charge AND a NSF charge due to the error on the app. I told her I wanted to speak to someone about getting the negative reporting off my credit. To which she said ""My shift is over and I can't wait for a supervisor so I'll transfer you to an answering service."" (Now the THIRD time I had been transferred to management answering service).",9.0
Danny,17.05.2019,"Wetumpka, AL",merrick_bank,3,,5.0
Roger,17.05.2019,"Corvallis, OR",merrick_bank,5,"I was initially interested in the credit line doubling after 6 months... which did happen on time. After, they have treated me well with another incremental line bump (without asking) and no hassle payment system. The website has gotten MUCH better over time as well.",5.0
Alan,17.05.2019,"Houston, TX",merrick_bank,4,I’ve been with Merrick Bank for over 15 years. They were one of the first credit cards that I qualified for after my bankruptcy with no annual fee. Their rate still remains one of the lowest that I have to this day.,3.0
Salud,17.05.2019,"Lakewood, CA",merrick_bank,3,"I registered for online banking so I can check on line my balance, my due date for payment, my available credit  etc.. so at first I was able to see my bank statement and was able to pay online without delay.. then all of a sudden I can’t access my account online no matter how I tried so it is difficult for me to pay or transfer money online.",3.0
Liam,10.05.2019,"Crystal River, FL",merrick_bank,1,"I was offered and accepted a Merrick Visa card. I used the card and ended up with a balance that I took time to pay off. After paying off the credit card I went to use it again a year and 5 days later. The card would not work, so I called customer service and got a call center. The call center employee told me that the bank cancelled the card due to the fact that I had not used it in a year. However their website says the account is open and I have an available credit limit. I asked to speak to someone at the bank and they told me that the bank does not talk to anyone and that I had to write them a letter. There was no warning that if I did not use the account within a 365 day period that it would be cancelled. This is something I have never heard of before. Couple that with the fact that you cannot speak to anyone that actually works at the bank and I would give them less than 1 star.",
Alexandria,10.05.2019,"Hephzibah, GA",merrick_bank,5,"I’ve been with them for almost a year now and I absolutely love them. I’ve had no issues whatsoever with this credit card company. I’m hoping to keep building a relationship with them and for my credit limit to continue going up. Everything from the startup to now was laid out plainly for me. I’m not understanding all the people saying they misread or misunderstood before they signed up. It’s kind of rude to leave a negative review because you read incorrectly. The app is great, payments are easy. They are very generous with their credit line and credit increases. Don’t see where you could go wrong unless you're not a responsible person.",5.0
Donna,7.05.2019,"Orlando, FL",merrick_bank,5,This bank was the only bank that would issue me a credit card after having bad credit a few years back. Things change in people's lives and since my bad credit I have done much better thanks to Merrick Bank. There are no fees which I love. Would like my APR reduced however I can't have everything.,4.0
Tressa,2.05.2019,"Warren, MI",merrick_bank,5,Merrick Bank has been wonderful! They are helpful in building/rebuilding credit and are fairly lenient. They reward good habits and don’t overly punish mistakes in the hopes that they won’t add more stress or debt to your life! I highly recommend!,5.0
Kristen,30.04.2019,"Deerfield, MI",merrick_bank,5,I am new to having a credit card I believe the Merrick app is easy to use. Everything is all there. You can use it to view statement and pay your bill. It’s nice to be able to monitor all your activities and when your bill is due all on the same app.,4.0
Stephannie,30.04.2019,"Steilacoom, WA",merrick_bank,5,"My experience with Merrick has been excellent. I feel informed, and feel more "" in charge"" of our financial well- being. Merrick also gives us the most current information on our account 24 hours a day.",
Isadore,29.04.2019,"Fort Worth, TX",merrick_bank,1,"I applied to them after they sent me a pre-approval letter to my previous address. I updated my address and submitted the application. I never heard back from them. I just called them today because my credit was hit from them but I never received a response. I talked to a very rude rep from the credit department named Julio who admitted that they sent a request for more information to the wrong address - neither the old one or the new one. He said the offer has expired. I told him I certainly would not want to have given my authorization to pull my credit for an offer they sent me and not even be considered because they sent a request for more information to the wrong address, so I'd like to provide the information.",6.0
Linda,27.04.2019,"Mount Shasta, CA",merrick_bank,5,"I have an account with Merrick. I am Very Very pleased with the use of this card and the online ability to view my account, make changes and make payments. I am also set up for account alerts, which gives me peace of mind.",3.0
M.,25.04.2019,"Crest Park, CA",merrick_bank,1,"I have been trying to reach a rep at Merrick Bank via phone for several days now and cannot get through. I am on hold for an extremely, exaggerated period of time. I’m on hold for 3 hours and then this company disconnects the calls. This is very unprofessional. I have to call back, and then again on hold for another 3 hours, then the call is disconnected. It doesn’t matter what time of the day, early morning or late morning, this happens every time. It is a waste of time and the whole day is wasted. This issue should be fixed. This issue has been going on for several years with no resolution. This is preventing our clients’ accounts in receiving resolution. So after trying to reach them for several days, they finally picked up. I called Merrick bank at 9:02 am and someone finally picked up at 11:50 am (that is ridiculous). In the middle of discussing the account, they disconnected the call at 11:59 pm. REALLY! This company is the worst.",16.0
Ronald,24.04.2019,"Mathis, TX",merrick_bank,4,"Merrick Bank issued me a credit card with a $2000 credit line, no other banking coops would extend me a credit line of $500, very grateful. I believe Merrick uses their own judgement on credit issue not third parties info. Thanks.",3.0
Sandra,22.04.2019,"Richands, NC",merrick_bank,5,I got a credit card with Merrick Bank to help improve my credit rating. They started me at a low credit limit and as they seen I was on time they increased the limit. This has helped me increase my credit score. For any one truly needed to start over and pay on time this is the bank. Merrick Bank credit card has changed my life and giving me a second chance... because in life we all need it. Thank you Merrick Bank.,4.0
Maria,21.04.2019,"Des Plaines, IL",merrick_bank,1,"I froze my account since January 2019. It’s on automatic payment but unfortunately their apps was not reliable and can not be trusted. Since then I received notice that I was not able to pay on due date so I have to call, and arrange for automatic payment so I will be worry free,, they sound nice but can not be trusted 'cause I have to call every month and paid interest 'cause my automatic is not “on” as they said. It was awful and frustrating! So I don't recommend this company even they give a big line of credit.",7.0
Courtney,18.04.2019,"Indialantic, FL",merrick_bank,4,"APR% is a little on the high side. Would like it to be lower. No rewards with card like points for spending. Such as airfare, restaurants, or hotels. Customer service is helpful due to slow snail mail.",3.0
Anthony,18.04.2019,"Knoxville, TN",merrick_bank,4,"I have been a member and card holder for more than 2 years now. Merrick has always been fair with my account, and has given me annual credit increases even without me inquiring about them. Thank you Merrick Bank.",
Arthur,17.04.2019,"Fairlawn, OH",merrick_bank,3,I don't have any problem with the bank service. Rates and fees are too high. Would really like a break on those two issues. The annual fee is outrageous. Combine that with the interest rate they're just a shade off of loan-sharking.,7.0
Loretta,17.04.2019,"Las Vegas, NV",merrick_bank,5,I have been totally satisfied with the online service that I have received since becoming a customer. The monthly account layout and spending breakdown are made so simplified that a baby could understand!,4.0
Nicole,17.04.2019,"Dayton, OR",merrick_bank,2,I have been a customer for quite sometime. I've always been a good customer as far as following the rules. They never send out credit card offers for my husband David ** whose score is very high. And they never offer me a lower apr card!,7.0
Roberta,14.04.2019,"Boston, MA",merrick_bank,5,"I don't contact the bank that often, but anytime that I have they have been very courteous and professional. I lost my wallet a few months ago and they blocked my account before I realized that my wallet was missing.",5.0
Trey,13.04.2019,"Lakewood, CO",merrick_bank,5,"Merrick bank has always been very professional and personable with me. They were willing to work with me to keep my account open during a difficult time, and also willing to reward me for fiscal responsibility. I’ve been happy so far!",5.0
Alma,12.04.2019,"Pawtucket, RI",merrick_bank,5,I've never had an issue with Merrick Bank. I've had their credit card for 2 yes now started with a 700.00 line and increased 6 months later to 1500.00. recently up to 1900.00 line! I do not have the greatest credit history but I make all my payments on time!.,8.0
Erik,2.04.2019,"Orlando, FL",merrick_bank,5,"I haven’t ordered anything, but I do use the bank's credit card, I have had no problems so far. The interest rate is fair, and I am constantly informed if there are any changes to my card or the bank. I am very satisfied with Merrick Bank. I would recommend this bank to anyone...",7.0
Keyz,30.03.2019,"District Heights, MD",merrick_bank,1,I am very displeased with Merrick Bank. I am currently in the middle of closing on a house. I receive the email from my credit report stating that one of my credit cards was decreased and limits. I checked it out and saw it was in Merrick bank. I called and the representative did not know what she was talking about told me that they do not send out any Paperwork regarding my account being decreased or closed I explained to her very politely that I work for a financial institution and anytime that we make a change to someone’s account. We always send out written disclosures to them. She got off the phone put me on hold to talk to her supervisor came back stated that she stands corrected and yes they did send me out correspondence regarding this account at that moment I was displeased and wanted to speak to a supervisor. ,15.0
Brad,30.03.2019,"Worcester, MA",merrick_bank,1,"I've had them for 3 years, a perfect paying customer. I went 1 day late. My BillPay sends a check. It came 1 day late. They don't go by the postmark, they charge you 39.00 if you late regardless when you sent it. They go up with the interest rate. And if you dispute an item it takes 3 months to get resolved, unlike other banks that get it done right away. Be careful with them. Would not recommend!!!",13.0
Renee,30.03.2019,"Meadville, PA",merrick_bank,5,"I'd never heard of Merrick Bank before I received a pre-approval offer in the mail. The promotional offer was too good to pass up, so I applied. I could not be more pleased with this card. Started out as a reasonable and generous credit limit and have been given several increases automatically with no hit to my hard inquiries. Has served to increase my credit score. Monthly FICO scores are ACTUAL FICO scores and not just bureau scores. It took me a little while to adjust to the new website design, but it is straightforward and tells you EXACTLY how much interest will be charged and how long it will take to pay off your balance if you make only the minimum payments. The minimum payment amounts are manageable if you need to use your card for emergencies. ",35.0
Shannon,28.03.2019,"Casper, WY",merrick_bank,5,"Merrick Bank gave us a chance to get our credit back in order after having some problems with our finances. We appreciate that they were willing to take that chance on us and it provided exactly what we needed to get our credit scores back up and rebuild our credit. The statements, payments, etc. are always easy to read and use and I especially like the GoScore aspect. I check it regularly. Thanks!",8.0
Jerry,28.03.2019,"Bruning, NE",merrick_bank,5,"First of all, it’s a nice card to have. I really like the pay by phone feature. Merrick has all the information and a few buttons and what feels like seconds later, you're done. Merrick Bank credits cards are the best!!",4.0
Gregory,28.03.2019,"Lakewood, CO",merrick_bank,5,"Have used a Merrick Bank card for a few years now with never a bad experience and frequent credit increases. This card compares to my Capital One card. I tell all my friends this is the one to apply for, when they ask about credit cards.",6.0
Francisco,27.03.2019,"Santa Clara, CA",merrick_bank,3,"I've had a CC account with Merrick Bank for around 8 years. I had a lower credit score when it was opened. I've been satisfied with the service but now that my credit is a lot better they dont offer lower rates, nor a way to request a credit increase. I didnt close the account but dont use it anymore, too high APR and limit is too low.",14.0
Shanna,27.03.2019,"Sylvania, OH",merrick_bank,1,I canceled my credit card. I thought that I read the small print when I applied for the credit card that they were going to charge me $125 right off the bat to have their credit card. Unfortunately I did not see that and when I receive the card I called to activate it and it said that I had a balance so I canceled the card. Why would I pay for stuff when I’ve never even use the card. Way too many fees.,20.0
Cynthia,27.03.2019,"Fremont, CA",merrick_bank,5,I've been with Merrick for I think a little under a year and I love them. The app is very easy to use my payments go through no problem. My family members also have Merrick credit and they love them as well. Great experience overall!,7.0
Sheri,24.03.2019,"Evans, CO",merrick_bank,1,"I have been with Merrick since 2015. Never missed a payment etc. Recently I mistakenly took advantage of a free trial offer. The offer never said anything, anywhere about auto billing or subscribing. I paid a 9.95 shipping for the free 30 day trial. Less than 2 weeks after having received the free 30 day trial, the company charged my account 150.00. I noticed this when I went online to pay my Merrick bill. I immediately called Merrick and explained. They made me call to cancel the subscription I never knew I had! I continuously kept being dragged through the mud by Merrick, had to send in E-mail correspondence from the Company etc. None of the correspondence showed anything about a subscription, EVER! I never received or was mailed the Product I was charged the $150.00 for!",19.0
Karen,20.03.2019,"Hamlin, NY",merrick_bank,1,"Merrick Bank was a good credit card for me over the years...how WRONG I was! In October I decided to close my account because of the my monthly budget. I am on permanent disability and have to be careful because I don't have a lot coming in. I closed it on October 21st, 2018 and tried to set up a monthly payment of $60 a month which is all that I can afford. The lowest that they would offer me was $88 a month. I clearly stated to them that I can't afford it. I do not own a home, my car is a 2006 with high mileage (almost paid off) and the only thing I own besides my personal possessions are two places at the local cemetery.",25.0
Jack,16.03.2019,"Bellingham, WA",merrick_bank,1,"For 6 days I have tried to log on to the site. I have a payment due soon and am concerned reading other bad reviews of this card. Up to this point I have been satisfied with the card and now am suspect. I imagine that there will be repercussions if I have a late payment at their fault. Perhaps the narcissistic streak runs deep in this company with them claiming no fault and blaming the customers. I will be paying the balance and closing the card after balance is paid. Yuck, I hate fraudsters! Also, contacting the company is difficult. No e-mail contact, no chat. Very unsatisfied with the lack of communication.",14.0
Anthony,11.03.2019,"Dayton, OH",merrick_bank,1,Merrick Bank purposely deceived that I was in good hands about a transaction to allow the date to pass. Then promise me corporate would call me and never happens. Then turn from victim to villain when they worked hand and foot with the merchant to steal from me because I would have went to the reservation if I was not assured that I was safe. Plus John at disputes told me that a recording I got was worthless of me being promised a refund. That sounds like two thieves working together to steal. In fact 230pm 3-11-19 Woodbury New York fire him and gimme my money. Also I keep getting promised calls from corporate that they refuse to give me.,22.0
Kelsey,9.03.2019,"Sanford, FL",merrick_bank,1,"The day I activated the card I kept getting denied purchases. Frustrated, I called customer service to find out $130 in charges had already been applied before the card was even activated by me. I thought my information was stolen! Come to find it was a ""set up fee"" and an ""annual fee"" charged literally before I even received the card. SCAM ARTISTS!",26.0
A J,7.03.2019,"Rochester, NY",merrick_bank,1,"I enrolled into their DEBT MANAGEMENT PROGRAM upon being laid off along with other companies I have credit cards with. I merely called with a simple request to CHANGE due date. I first got a rep named HILTON and he IMMEDIATELY insisted I should be speaking with Debt Management Dept and BLIND TRANSFERRED the call. After being on hold for 10 mins, a female answered but never identified herself. When asked, she gave the name Gina. I had to submit all my info again, card #, etc. ",10.0
Dennis,4.03.2019,"Cambria Heights, NY",merrick_bank,5,"Last year, in 2018, I received an e-mail notification and a telephone call from the fraud department at Merrick Bank. There were three unauthorized credit card purchases made to my credit card account. The fraud department immediately shut down my account to prevent additional damage. I was fully protected from any liability and my account was fully restored within a short period. Thank you Merrick Bank.",9.0
Lakindra,3.03.2019,"Little Rock, AR",merrick_bank,1,"This company will not lower your interest rate, even after a year of on time payments. I have been charged nine dollars a month for having the card. I pay a little over my monthly payment of forty-eight dollars and the balance is still the same. I got the card to build credit. This is the worse card/company to ever deal with. I beg everyone to stay away from this company, or you will be trapped. Fyi, I have never been late with a payment, nor have I missed a payment.",34.0
Laura,27.02.2019,"Staten Island, NY",merrick_bank,5,"Highly recommend this credit card for someone who is starting to build credit or trying to repair a bad situation. I’ve never had any issues, unlike other cards out there (credit one I’m looking at you). They are good about increasing your credit automatically for consist on time payments. And I know having a Merrick account helped me get 2 other cards later one. There are no rewards and the annual fee sucks, but so did my credit so it’s worth it in the long run. They do free FICO score check, online/app friendly, and have great customer service reps if you ever have to give them a buzz. Overall, I’m very happy with Merrick Bank and I look forward to being a happy customer for many years.",22.0
Taylor,27.02.2019,"Austin, TX",merrick_bank,4,Credit card customer with Merrick for a few years now. Everything with company has been great! -Just wish they didn't charge annual fees (paid monthly) and high rates. Especially when the Fed charges them under .05-2%!,7.0
Wesley,27.02.2019,"Bradenton, FL",merrick_bank,5,Merrick Bank gave me a legitimate credit card when I was rebuilding my credit and as I proved myself and increased my credit score they increased my credit limit on a regular basis. Their app made tracking my account and making payments easy. Now I qualify for top tier CC's!,9.0
Paul,27.02.2019,"Lititz, PA",merrick_bank,5,"I would recommend the periodic credit line increases to be more like my other credit cards accounts in good standing and payment history should be considered for 1,000 increases to build a stronger portfolio.",7.0
Kathy,27.02.2019,"Webster, FL",merrick_bank,4,I have not had any really bad experiences with Merrick Bank. They have been good & unlike some others when they see that you do pay your bills they raise your limit. I was very happy to see that! I have not had to contact them for any reason so am not sure how the customer service department is.,10.0
Leon,27.02.2019,"Lexington, KY",merrick_bank,5,To the glory of God in my Lord and SAVIOUR CHRIST Jesus Merrick Bank has been truly a Godsend. It is all around a game changer for anyone who is committed to rebuilding their credit. God bless in Jesus glorious and wonderful name. Amen.,11.0
Carrie,27.02.2019,"Omaha, NE",merrick_bank,5,"I would definitely recommend Merrick Bank for anyone wanting to rebuild or start building credit. I’ve have had them for over a year, and very happy all the way around with them. I use the app and online and never had any problems. The few times I have called is because I forgot my password and had to change it. The call was answered ASAP and any of the customer service I ever got ahold of was pleasant and knew their job.",26.0
Stephen,27.02.2019,"Fredericksburg, VA",merrick_bank,4,I have had no problems with Merrick since opening a credit account with them. Customer Service very polite and helpful. I got my card because my parents have had a card with them for years and have been happy with their service.,4.0
Merylann,27.02.2019,"Hot Springs, AR",merrick_bank,5,"I think Merrick Bank is a great company in which to do business with. My husband and I both have accounts with their credit cards, and are very pleased with their service. I would certainly recommend anyone wanting to get a credit card to give them a try first before other places. We are very pleased with their service!!",6.0
Katherine,27.02.2019,"Pittsbugh, PA",merrick_bank,5,"I am happy to be a Merrick Bank customer and have been for over a year. When I was in college I had more than one credit card and didn't use them wisely. Now in my 30s I wanted to start rebuilding my credit. Merrick Bank constantly reviews my account, and has increased my credit limit on multiple occasions. This means that a card that started out as a small builder card is now a card I could use in nearly any emergency and know that I'm covered! It's amazing to have a company willing to build on the customer/bank relationship in such a way! Customer service is also generally polite and incredibly helpful. I would recommend Merrick Bank to anyone.",11.0
Richard,27.02.2019,"Bronx, NY",merrick_bank,5,"I was at first skeptical about joining Merrick Bank because of the reviews, but I went for it and I love this card. So far, it’s been great and it does what it says, brings up my credit score. I would recommend this card to anyone.",3.0
Steve,27.02.2019,"Bullhead City, AZ",merrick_bank,5,"I enjoy using my card, but get tired of paying the 3.00 fee per month when I don't have a balance. Have even considered closing my account because of this. Too many good cards out there to put up with this fee.",10.0
Bob,26.02.2019,"Aromas, CA",merrick_bank,1,"It started out ok. Had no issues for a while. Then one day, I booked a reservation for a hotel with their card on my cell phone. Then there were three fraudulent charges made for $1100. I disputed them. Within 2 weeks, after investigating, they ruled in my favor. The money was credited back to my account. About two months later, they took back their clearance, and charged me the $1100. When I called, they said the other party challenged, and Merrick Bank sided with them. Their reason was, it wasn't fraud since the perpetrator had my address. Of course the perpetrator would have my address along with my credit card number. I disclosed it when I made the reservation, since it was my billing address. ",16.0
Edward,25.02.2019,"Feeding Hills, MA",merrick_bank,1,Bad enough getting charged an annual service fee BUT these guys charge you a single payment for the first year. BUT after that they charge you $4.00 monthly. No option to pay the whole year in advance... just plain irritating getting a bill for $4.00 every month. They won't take an advance payment either. If you try to pay the whole year in advance they will send the balance back to you after 90 days and start billing you again. And the obvious... if you were ever late on that $ 4.00 payment... BAM goes on your credit. BIG COMPANY DUMB COMPUTER NONSENSE. FIND A BETTER BANK AND CARD.,20.0
Shun,22.02.2019,"Birmingham, AL",merrick_bank,2,"I applied for this card and received an approval status and was asked to send my deposit. I sent it and called to verify if they received. The lady in customer service stated, ""You will receive a letter."" 1st off if you say approved that mean approved. Why would you ask for a deposit and I’m not approved. Then it’s taking 21 days for me to get my money back but took you 5 seconds to snatch it out my account. Furthermore this is a secured card which I’m using my own money so why would I be denied. I do not recommend this card at all. It’s false advertisement.",11.0
Melinda,22.02.2019,"Chicago, IL",merrick_bank,1,"I was over the limit this month by 18.00. What did these scumbags do?? Reported me to the credit bureaus. No call, email or letter. Absolutely disgusting. Closing card soon. This is beyond unethical!!",12.0
Anne,22.02.2019,"Canton, GA",merrick_bank,1,"There was a block put on my card due to potential fraudulent charges. I needed to use my card and when I called in to address the issue I was put on hold for over an hour before I finally had to give up. I have a screenshot of the call to prove it. There is no doubt the lady on the other end of the phone did not want to help me, put me on hold and left me there.",10.0
David,18.02.2019,"Huntingdon Valley, PA",merrick_bank,1,"I have over 2500 available credit, but card was decline, I was connected to security department and person by name Carlos, was very rude and because probably he don't like my accent he just give me runaround and hung up on me. I think you shouldn't keep people like this working with the customers. My card is block. You losing money, and this to the longtime loyal customer. Most likely I will never use this card again.",12.0
Bruce,17.02.2019,"Aberdeen, MS",merrick_bank,5,"Customer service dept is great as is the credit card in general, never have a problem with these people. The couple times I had to call customer service, they were super friendly and helpful. Didn't charge me anything to replace my cards when I broke them. And when I was off work and missed a payment they didn't call my phone excessively like the others. Thank you Merrick for taking care of your customers!",5.0
Peggy,15.02.2019,"Las Cruces, NM",merrick_bank,5,I tell everyone Merrick is great of all the credit cards. I always will stay with Merrick credit card as soon as I am praying to pay off my other credit cards and then am closing them sticking with only my Merrick credit card. Thank You.,3.0
Nancy,10.02.2019,"Medford, OR",merrick_bank,1,Call center employee MOSES solicited family member SS number. Was told to call back with number. Subsequent Call center contacts refuse to explain the request. Account closed immediately at my request. I wonder what they do with all those Social Security numbers.,9.0
Barbara,5.02.2019,"Venice, FL",merrick_bank,1,I needed to change my payment date on this closed account. I have paid faithfully for over 3 years. The customer service person said they would not do this and that I would be charged a late fee even though the account is closed. They will not cut you any slack even for a couple of days.,6.0
Paul,31.01.2019,"Corpus Christi, TX",merrick_bank,5,"I have had a Merrick CREDIT CARD account for nearly 18 months. I have found using it as well as making online payments at the web site, reconciling the account, etc., to be a seamless process. I am thankful that Merrick has periodically increased my credit line as I demonstrate responsibility.",8.0
Terrance,30.01.2019,"Manteca, CA",merrick_bank,4,"This company, though the rates are high, has always treated me respect. They've monitored my credit at no additional cost, increased by credit limits periodically, and provide awesome customer service when there are fraudulent transactions. I have no complaints. Couldn't give 5 stars because of the high interest rate and annual fee.",3.0
Alex,30.01.2019,"Ormond Beach, FL",merrick_bank,5,I would gladly recommend Merrick Bank. I have never had any issue's using my card both domestically and internationally. Customer service is Friendly and helpful. They give periodic credit line increases (wish you could request) however they do offer them frequently. They offered me credit when I was rebuilding my score and helped me towards achieving the credit score I have today. The credit lines they offer are decent to start. Having a account with Merrick Bank get's you access to your fico score monthly and as I stated friendly customer service. I am happy I accepted the invitation to apply and have not one negative thing to say towards Merrick Bank. If you are looking for a credit card either secured or unsecured I recommend Merrick bank. I've been a happy customer for several years.,27.0
Elizabeth,30.01.2019,"Reynoldsburg, OH",merrick_bank,2,I called about the possibility of lowering my interest rate several months ago and the female I spoke with was so cold and uncaring. I understand that it’s policy not to lower interest rates but the information could of been delivered with much more compassion.,11.0
Linda,29.01.2019,"Long Beach, CA",merrick_bank,5,I enjoy my Merrick Bank card. The website is easy to use and I feel very safe. I am rewarded for making my payments on time and kept informed of any changes. I would recommend Merrick Bank to anyone interested in a credit card.,2.0
Andrew,29.01.2019,"Wilmington, DE",merrick_bank,1,I was not so pleased when I received a statement for $135 for “account set up” and an annual fee and a extra card for my wife. I feel as though that information should be written in bold print for new customers to see. I feel what they did was sneaky and not customer friendly. Not very please with this.,16.0
Vivian,29.01.2019,"North Las Vegas, NV",merrick_bank,5,I have been a member of Merrick Bank for over a year. I started out with a low account balance and within 6 months My account was increased to a larger balance. I always pay my bill on time and is in good standing with my account. I have nothing bad to say about Merrick Bank. I would easily recommend this Bank to a friend.,4.0
Peggy,29.01.2019,"Ferndale, WA",merrick_bank,3,"I like Merrick Bank - the only thing I'm not happy with is the $5.00 they charge me monthly as an ""Annual Fee"". That means even with a zero balance I will always have a monthly payment to them. Not happy with that.",10.0
Marilyn,29.01.2019,"Hermitage, TN",merrick_bank,1,I had a Merrick Bank card a few years ago. They raised my Credit limit & all was fine until there were some charges that were not mine & when I disputed them they wouldn't remove them. Long story short I stopped paying. It got so bad. Last year I got a letter from a collections company that offered a settlement for a much lesser amount. I paid it & received a letter from an attorney stating the account was 'paid in full.' That was last April. Today I got a 1099-C from Merrick Bank for the amount of $1423.00 charge off! I assume they are sending this for me to file on my 2018 taxes as income. This said 'charge off' but my paid off letter from an attorney said 'paid in full' even though it was a lesser amount. It was a 'settlement'. I am perplexed & rather upset. Calling the attorney tomorrow. Just thought this information might be helpful for other consumers who have been burnt by Merrick Bank.,16.0
Tracy,23.01.2019,"Fox Lake, IL",merrick_bank,1,DO NOT open an account with Merrick Bank. I was in collections and had payment arrangements set up with TRUE ACCORD (creditor) to pay off my balance. They deducted one payment and set up the next two to be automatically deducted from my checking account. Now I have a second creditor calling me (CARSON SMITHFIELD LLC) stating that my account is now with them and I owe the ORIGINAL BALANCE (my payment to TRUE ACCORD was not deducted from the amount).,12.0
